"C_Code","Year","Life_ex_value"
"AFG","1950","  27.70 "
"AFG","1951","  28.00 "
"AFG","1952","  28.40 "
"AFG","1953","  28.90 "
"AFG","1954","  29.20 "
"AFG","1955","  29.90 "
"AFG","1956","  30.40 "
"AFG","1957","  30.90 "
"AFG","1958","  31.50 "
"AFG","1959","  32.00 "
"AFG","1960","  32.50 "
"AFG","1961","  33.10 "
"AFG","1962","  33.50 "
"AFG","1963","  34.00 "
"AFG","1964","  34.50 "
"AFG","1965","  35.00 "
"AFG","1966","  35.50 "
"AFG","1967","  35.90 "
"AFG","1968","  36.40 "
"AFG","1969","  36.90 "
"AFG","1970","  37.40 "
"AFG","1971","  37.90 "
"AFG","1972","  38.40 "
"AFG","1973","  39.00 "
"AFG","1974","  39.50 "
"AFG","1975","  40.10 "
"AFG","1976","  40.60 "
"AFG","1977","  41.20 "
"AFG","1978","  40.30 "
"AFG","1979","  39.10 "
"AFG","1980","  39.60 "
"AFG","1981","  40.20 "
"AFG","1982","  37.80 "
"AFG","1983","  38.20 "
"AFG","1984","  33.30 "
"AFG","1985","  33.60 "
"AFG","1986","  39.40 "
"AFG","1987","  39.80 "
"AFG","1988","  44.00 "
"AFG","1989","  45.20 "
"AFG","1990","  46.00 "
"AFG","1991","  46.70 "
"AFG","1992","  47.60 "
"AFG","1993","  51.50 "
"AFG","1994","  51.50 "
"AFG","1995","  52.50 "
"AFG","1996","  53.20 "
"AFG","1997","  53.60 "
"AFG","1998","  52.90 "
"AFG","1999","  54.80 "
"AFG","2000","  55.30 "
"AFG","2001","  55.80 "
"AFG","2002","  56.50 "
"AFG","2003","  57.30 "
"AFG","2004","  57.90 "
"AFG","2005","  58.40 "
"AFG","2006","  58.70 "
"AFG","2007","  59.10 "
"AFG","2008","  59.90 "
"AFG","2009","  60.40 "
"AFG","2010","  60.90 "
"AFG","2011","  61.40 "
"AFG","2012","  61.90 "
"AFG","2013","  62.40 "
"AFG","2014","  62.50 "
"AFG","2015","  62.70 "
"AFG","2016","  63.10 "
"AFG","2017","  63.00 "
"AFG","2018","  63.10 "
"AFG","2019","  63.60 "
"AFG","2020","  62.60 "
"AFG","2021","  62.00 "
"ALB","1950","  44.70 "
"ALB","1951","  45.10 "
"ALB","1952","  46.00 "
"ALB","1953","  46.50 "
"ALB","1954","  47.60 "
"ALB","1955","  48.50 "
"ALB","1956","  49.60 "
"ALB","1957","  50.70 "
"ALB","1958","  52.00 "
"ALB","1959","  53.20 "
"ALB","1960","  54.40 "
"ALB","1961","  55.60 "
"ALB","1962","  56.70 "
"ALB","1963","  57.80 "
"ALB","1964","  59.00 "
"ALB","1965","  60.00 "
"ALB","1966","  61.00 "
"ALB","1967","  62.00 "
"ALB","1968","  62.90 "
"ALB","1969","  63.90 "
"ALB","1970","  64.80 "
"ALB","1971","  65.60 "
"ALB","1972","  66.40 "
"ALB","1973","  67.10 "
"ALB","1974","  67.80 "
"ALB","1975","  68.30 "
"ALB","1976","  68.70 "
"ALB","1977","  69.10 "
"ALB","1978","  69.30 "
"ALB","1979","  69.60 "
"ALB","1980","  70.50 "
"ALB","1981","  70.70 "
"ALB","1982","  71.00 "
"ALB","1983","  71.30 "
"ALB","1984","  71.50 "
"ALB","1985","  71.70 "
"ALB","1986","  71.90 "
"ALB","1987","  72.40 "
"ALB","1988","  72.60 "
"ALB","1989","  72.90 "
"ALB","1990","  73.10 "
"ALB","1991","  73.40 "
"ALB","1992","  73.70 "
"ALB","1993","  73.90 "
"ALB","1994","  74.10 "
"ALB","1995","  74.40 "
"ALB","1996","  74.60 "
"ALB","1997","  73.90 "
"ALB","1998","  75.00 "
"ALB","1999","  75.20 "
"ALB","2000","  75.40 "
"ALB","2001","  75.60 "
"ALB","2002","  75.90 "
"ALB","2003","  76.10 "
"ALB","2004","  76.40 "
"ALB","2005","  76.60 "
"ALB","2006","  76.80 "
"ALB","2007","  77.50 "
"ALB","2008","  77.70 "
"ALB","2009","  77.80 "
"ALB","2010","  77.90 "
"ALB","2011","  78.10 "
"ALB","2012","  78.10 "
"ALB","2013","  78.10 "
"ALB","2014","  78.40 "
"ALB","2015","  78.60 "
"ALB","2016","  78.90 "
"ALB","2017","  79.00 "
"ALB","2018","  79.20 "
"ALB","2019","  79.30 "
"ALB","2020","  77.00 "
"ALB","2021","  76.50 "
"DZA","1923","  28.82 "
"DZA","1933","  31.22 "
"DZA","1943","  33.72 "
"DZA","1950","  42.40 "
"DZA","1951","  42.50 "
"DZA","1952","  42.90 "
"DZA","1953","  42.90 "
"DZA","1954","  40.20 "
"DZA","1955","  40.40 "
"DZA","1956","  40.30 "
"DZA","1957","  40.40 "
"DZA","1958","  40.40 "
"DZA","1959","  40.50 "
"DZA","1960","  40.50 "
"DZA","1961","  40.50 "
"DZA","1962","  39.30 "
"DZA","1963","  42.90 "
"DZA","1964","  42.80 "
"DZA","1965","  42.70 "
"DZA","1966","  42.50 "
"DZA","1967","  42.60 "
"DZA","1968","  42.60 "
"DZA","1969","  42.80 "
"DZA","1970","  43.20 "
"DZA","1971","  43.70 "
"DZA","1972","  44.30 "
"DZA","1973","  45.10 "
"DZA","1974","  46.00 "
"DZA","1975","  47.00 "
"DZA","1976","  48.00 "
"DZA","1977","  49.20 "
"DZA","1978","  50.40 "
"DZA","1979","  51.80 "
"DZA","1980","  53.30 "
"DZA","1981","  55.30 "
"DZA","1982","  57.40 "
"DZA","1983","  59.50 "
"DZA","1984","  61.70 "
"DZA","1985","  63.60 "
"DZA","1986","  65.20 "
"DZA","1987","  65.80 "
"DZA","1988","  67.00 "
"DZA","1989","  67.10 "
"DZA","1990","  67.40 "
"DZA","1991","  67.70 "
"DZA","1992","  67.80 "
"DZA","1993","  67.70 "
"DZA","1994","  67.40 "
"DZA","1995","  67.50 "
"DZA","1996","  68.70 "
"DZA","1997","  69.20 "
"DZA","1998","  69.50 "
"DZA","1999","  70.00 "
"DZA","2000","  70.50 "
"DZA","2001","  70.80 "
"DZA","2002","  71.20 "
"DZA","2003","  71.30 "
"DZA","2004","  71.80 "
"DZA","2005","  72.10 "
"DZA","2006","  72.30 "
"DZA","2007","  72.60 "
"DZA","2008","  72.90 "
"DZA","2009","  73.60 "
"DZA","2010","  73.80 "
"DZA","2011","  74.10 "
"DZA","2012","  74.20 "
"DZA","2013","  74.60 "
"DZA","2014","  75.10 "
"DZA","2015","  75.60 "
"DZA","2016","  75.70 "
"DZA","2017","  75.70 "
"DZA","2018","  76.10 "
"DZA","2019","  76.50 "
"DZA","2020","  74.50 "
"DZA","2021","  76.40 "
"ASM","1950","  61.00 "
"ASM","1951","  61.40 "
"ASM","1952","  61.60 "
"ASM","1953","  61.30 "
"ASM","1954","  62.10 "
"ASM","1955","  62.30 "
"ASM","1956","  62.60 "
"ASM","1957","  62.90 "
"ASM","1958","  63.30 "
"ASM","1959","  63.60 "
"ASM","1960","  64.70 "
"ASM","1961","  65.50 "
"ASM","1962","  65.90 "
"ASM","1963","  65.90 "
"ASM","1964","  66.30 "
"ASM","1965","  66.30 "
"ASM","1966","  58.80 "
"ASM","1967","  66.20 "
"ASM","1968","  66.20 "
"ASM","1969","  66.40 "
"ASM","1970","  66.60 "
"ASM","1971","  67.10 "
"ASM","1972","  67.30 "
"ASM","1973","  67.40 "
"ASM","1974","  67.70 "
"ASM","1975","  67.80 "
"ASM","1976","  68.00 "
"ASM","1977","  68.20 "
"ASM","1978","  68.50 "
"ASM","1979","  68.70 "
"ASM","1980","  68.90 "
"ASM","1981","  69.20 "
"ASM","1982","  69.30 "
"ASM","1983","  69.50 "
"ASM","1984","  69.70 "
"ASM","1985","  70.00 "
"ASM","1986","  70.20 "
"ASM","1987","  70.80 "
"ASM","1988","  70.40 "
"ASM","1989","  70.10 "
"ASM","1990","  69.90 "
"ASM","1991","  70.60 "
"ASM","1992","  70.60 "
"ASM","1993","  70.80 "
"ASM","1994","  70.80 "
"ASM","1995","  71.10 "
"ASM","1996","  71.10 "
"ASM","1997","  71.30 "
"ASM","1998","  71.30 "
"ASM","1999","  71.10 "
"ASM","2000","  71.00 "
"ASM","2001","  70.90 "
"ASM","2002","  71.30 "
"ASM","2003","  71.10 "
"ASM","2004","  72.00 "
"ASM","2005","  72.30 "
"ASM","2006","  72.10 "
"ASM","2007","  72.10 "
"ASM","2008","  72.10 "
"ASM","2009","  70.50 "
"ASM","2010","  72.10 "
"ASM","2011","  72.10 "
"ASM","2012","  72.30 "
"ASM","2013","  72.30 "
"ASM","2014","  72.30 "
"ASM","2015","  72.50 "
"ASM","2016","  72.40 "
"ASM","2017","  72.50 "
"ASM","2018","  72.50 "
"ASM","2019","  72.30 "
"ASM","2020","  72.40 "
"ASM","2021","  72.50 "
"AND","1950","  64.60 "
"AND","1951","  64.20 "
"AND","1952","  67.40 "
"AND","1953","  68.20 "
"AND","1954","  69.50 "
"AND","1955","  69.30 "
"AND","1956","  69.30 "
"AND","1957","  69.10 "
"AND","1958","  71.40 "
"AND","1959","  71.20 "
"AND","1960","  72.00 "
"AND","1961","  72.10 "
"AND","1962","  72.40 "
"AND","1963","  72.20 "
"AND","1964","  72.80 "
"AND","1965","  73.40 "
"AND","1966","  73.40 "
"AND","1967","  73.30 "
"AND","1968","  73.50 "
"AND","1969","  73.00 "
"AND","1970","  74.30 "
"AND","1971","  73.70 "
"AND","1972","  74.90 "
"AND","1973","  74.60 "
"AND","1974","  74.90 "
"AND","1975","  75.10 "
"AND","1976","  75.30 "
"AND","1977","  75.80 "
"AND","1978","  75.90 "
"AND","1979","  76.40 "
"AND","1980","  76.80 "
"AND","1981","  77.00 "
"AND","1982","  77.50 "
"AND","1983","  77.30 "
"AND","1984","  77.60 "
"AND","1985","  77.50 "
"AND","1986","  77.70 "
"AND","1987","  77.80 "
"AND","1988","  77.80 "
"AND","1989","  77.80 "
"AND","1990","  78.40 "
"AND","1991","  78.00 "
"AND","1992","  80.30 "
"AND","1993","  78.70 "
"AND","1994","  82.60 "
"AND","1995","  79.00 "
"AND","1996","  80.30 "
"AND","1997","  80.90 "
"AND","1998","  79.40 "
"AND","1999","  81.30 "
"AND","2000","  80.90 "
"AND","2001","  81.70 "
"AND","2002","  82.20 "
"AND","2003","  83.90 "
"AND","2004","  80.10 "
"AND","2005","  81.80 "
"AND","2006","  83.00 "
"AND","2007","  82.70 "
"AND","2008","  82.70 "
"AND","2009","  82.80 "
"AND","2010","  82.80 "
"AND","2011","  82.90 "
"AND","2012","  82.90 "
"AND","2013","  82.90 "
"AND","2014","  82.90 "
"AND","2015","  83.00 "
"AND","2016","  83.00 "
"AND","2017","  83.00 "
"AND","2018","  83.00 "
"AND","2019","  83.00 "
"AND","2020","  79.00 "
"AND","2021","  80.40 "
"AGO","1940","  26.98 "
"AGO","1950","  36.30 "
"AGO","1951","  36.40 "
"AGO","1952","  36.50 "
"AGO","1953","  36.70 "
"AGO","1954","  36.90 "
"AGO","1955","  37.10 "
"AGO","1956","  37.30 "
"AGO","1957","  37.50 "
"AGO","1958","  37.70 "
"AGO","1959","  38.00 "
"AGO","1960","  38.20 "
"AGO","1961","  37.30 "
"AGO","1962","  37.50 "
"AGO","1963","  37.80 "
"AGO","1964","  38.10 "
"AGO","1965","  38.50 "
"AGO","1966","  38.80 "
"AGO","1967","  39.10 "
"AGO","1968","  39.50 "
"AGO","1969","  39.80 "
"AGO","1970","  40.20 "
"AGO","1971","  40.60 "
"AGO","1972","  40.90 "
"AGO","1973","  41.30 "
"AGO","1974","  41.70 "
"AGO","1975","  41.20 "
"AGO","1976","  41.20 "
"AGO","1977","  41.40 "
"AGO","1978","  41.80 "
"AGO","1979","  42.20 "
"AGO","1980","  42.40 "
"AGO","1981","  42.80 "
"AGO","1982","  43.10 "
"AGO","1983","  42.10 "
"AGO","1984","  42.40 "
"AGO","1985","  42.60 "
"AGO","1986","  42.80 "
"AGO","1987","  40.90 "
"AGO","1988","  41.50 "
"AGO","1989","  41.80 "
"AGO","1990","  41.90 "
"AGO","1991","  43.80 "
"AGO","1992","  42.20 "
"AGO","1993","  42.10 "
"AGO","1994","  43.40 "
"AGO","1995","  45.80 "
"AGO","1996","  46.00 "
"AGO","1997","  46.30 "
"AGO","1998","  45.10 "
"AGO","1999","  45.40 "
"AGO","2000","  46.00 "
"AGO","2001","  46.60 "
"AGO","2002","  47.40 "
"AGO","2003","  49.60 "
"AGO","2004","  50.60 "
"AGO","2005","  51.60 "
"AGO","2006","  52.40 "
"AGO","2007","  53.60 "
"AGO","2008","  54.60 "
"AGO","2009","  55.80 "
"AGO","2010","  56.70 "
"AGO","2011","  57.60 "
"AGO","2012","  58.60 "
"AGO","2013","  59.30 "
"AGO","2014","  60.00 "
"AGO","2015","  60.70 "
"AGO","2016","  61.10 "
"AGO","2017","  61.70 "
"AGO","2018","  62.10 "
"AGO","2019","  62.40 "
"AGO","2020","  62.30 "
"AGO","2021","  61.60 "
"AIA","1950","  55.30 "
"AIA","1951","  55.50 "
"AIA","1952","  56.00 "
"AIA","1953","  56.50 "
"AIA","1954","  57.00 "
"AIA","1955","  57.60 "
"AIA","1956","  58.10 "
"AIA","1957","  58.70 "
"AIA","1958","  59.20 "
"AIA","1959","  59.90 "
"AIA","1960","  59.00 "
"AIA","1961","  60.90 "
"AIA","1962","  61.30 "
"AIA","1963","  61.90 "
"AIA","1964","  62.40 "
"AIA","1965","  62.90 "
"AIA","1966","  63.30 "
"AIA","1967","  63.70 "
"AIA","1968","  64.20 "
"AIA","1969","  64.70 "
"AIA","1970","  65.10 "
"AIA","1971","  65.50 "
"AIA","1972","  66.00 "
"AIA","1973","  66.40 "
"AIA","1974","  66.80 "
"AIA","1975","  67.30 "
"AIA","1976","  67.70 "
"AIA","1977","  68.00 "
"AIA","1978","  68.40 "
"AIA","1979","  68.70 "
"AIA","1980","  69.00 "
"AIA","1981","  69.10 "
"AIA","1982","  69.40 "
"AIA","1983","  69.50 "
"AIA","1984","  69.70 "
"AIA","1985","  69.90 "
"AIA","1986","  70.20 "
"AIA","1987","  70.50 "
"AIA","1988","  70.90 "
"AIA","1989","  71.20 "
"AIA","1990","  71.80 "
"AIA","1991","  72.60 "
"AIA","1992","  73.30 "
"AIA","1993","  73.80 "
"AIA","1994","  74.10 "
"AIA","1995","  74.40 "
"AIA","1996","  74.70 "
"AIA","1997","  75.00 "
"AIA","1998","  75.30 "
"AIA","1999","  75.60 "
"AIA","2000","  76.00 "
"AIA","2001","  76.30 "
"AIA","2002","  76.50 "
"AIA","2003","  76.50 "
"AIA","2004","  76.50 "
"AIA","2005","  76.50 "
"AIA","2006","  76.60 "
"AIA","2007","  76.90 "
"AIA","2008","  77.10 "
"AIA","2009","  77.40 "
"AIA","2010","  77.70 "
"AIA","2011","  77.90 "
"AIA","2012","  77.80 "
"AIA","2013","  77.60 "
"AIA","2014","  77.40 "
"AIA","2015","  77.10 "
"AIA","2016","  76.80 "
"AIA","2017","  75.90 "
"AIA","2018","  76.80 "
"AIA","2019","  76.90 "
"AIA","2020","  76.90 "
"AIA","2021","  76.60 "
"ATG","1950","  57.10 "
"ATG","1951","  57.50 "
"ATG","1952","  57.90 "
"ATG","1953","  58.30 "
"ATG","1954","  58.70 "
"ATG","1955","  59.10 "
"ATG","1956","  59.50 "
"ATG","1957","  59.90 "
"ATG","1958","  60.40 "
"ATG","1959","  60.90 "
"ATG","1960","  61.60 "
"ATG","1961","  62.40 "
"ATG","1962","  63.20 "
"ATG","1963","  64.10 "
"ATG","1964","  65.10 "
"ATG","1965","  66.00 "
"ATG","1966","  67.00 "
"ATG","1967","  67.90 "
"ATG","1968","  68.70 "
"ATG","1969","  69.50 "
"ATG","1970","  70.10 "
"ATG","1971","  70.70 "
"ATG","1972","  71.00 "
"ATG","1973","  71.30 "
"ATG","1974","  71.70 "
"ATG","1975","  72.00 "
"ATG","1976","  72.40 "
"ATG","1977","  72.50 "
"ATG","1978","  72.90 "
"ATG","1979","  73.00 "
"ATG","1980","  73.20 "
"ATG","1981","  73.30 "
"ATG","1982","  73.50 "
"ATG","1983","  73.50 "
"ATG","1984","  73.50 "
"ATG","1985","  73.60 "
"ATG","1986","  73.60 "
"ATG","1987","  73.60 "
"ATG","1988","  73.50 "
"ATG","1989","  73.40 "
"ATG","1990","  73.50 "
"ATG","1991","  73.40 "
"ATG","1992","  73.40 "
"ATG","1993","  73.50 "
"ATG","1994","  73.60 "
"ATG","1995","  73.60 "
"ATG","1996","  73.80 "
"ATG","1997","  74.00 "
"ATG","1998","  74.00 "
"ATG","1999","  74.30 "
"ATG","2000","  74.60 "
"ATG","2001","  75.10 "
"ATG","2002","  75.50 "
"ATG","2003","  75.50 "
"ATG","2004","  75.70 "
"ATG","2005","  75.80 "
"ATG","2006","  75.80 "
"ATG","2007","  76.10 "
"ATG","2008","  76.40 "
"ATG","2009","  76.70 "
"ATG","2010","  76.80 "
"ATG","2011","  77.10 "
"ATG","2012","  77.40 "
"ATG","2013","  77.60 "
"ATG","2014","  77.90 "
"ATG","2015","  77.90 "
"ATG","2016","  78.20 "
"ATG","2017","  78.30 "
"ATG","2018","  78.50 "
"ATG","2019","  78.70 "
"ATG","2020","  78.80 "
"ATG","2021","  78.50 "
"ARG","1875","  33.20 "
"ARG","1880","  33.10 "
"ARG","1885","  32.60 "
"ARG","1890","  34.00 "
"ARG","1895","  33.30 "
"ARG","1900","  39.00 "
"ARG","1905","  39.70 "
"ARG","1910","  44.20 "
"ARG","1915","  46.20 "
"ARG","1920","  48.65 "
"ARG","1925","  50.60 "
"ARG","1930","  52.55 "
"ARG","1935","  54.45 "
"ARG","1940","  56.45 "
"ARG","1945","  58.40 "
"ARG","1950","  61.20 "
"ARG","1951","  61.60 "
"ARG","1952","  62.30 "
"ARG","1953","  62.40 "
"ARG","1954","  62.90 "
"ARG","1955","  62.50 "
"ARG","1956","  63.40 "
"ARG","1957","  63.00 "
"ARG","1958","  64.00 "
"ARG","1959","  63.80 "
"ARG","1960","  64.00 "
"ARG","1961","  64.40 "
"ARG","1962","  64.20 "
"ARG","1963","  64.40 "
"ARG","1964","  64.40 "
"ARG","1965","  64.60 "
"ARG","1966","  64.90 "
"ARG","1967","  65.00 "
"ARG","1968","  64.90 "
"ARG","1969","  64.90 "
"ARG","1970","  65.60 "
"ARG","1971","  65.50 "
"ARG","1972","  65.90 "
"ARG","1973","  66.30 "
"ARG","1974","  66.60 "
"ARG","1975","  67.10 "
"ARG","1976","  67.20 "
"ARG","1977","  67.90 "
"ARG","1978","  68.20 "
"ARG","1979","  68.50 "
"ARG","1980","  68.60 "
"ARG","1981","  69.00 "
"ARG","1982","  68.90 "
"ARG","1983","  69.30 "
"ARG","1984","  69.20 "
"ARG","1985","  69.70 "
"ARG","1986","  70.10 "
"ARG","1987","  70.60 "
"ARG","1988","  71.10 "
"ARG","1989","  71.40 "
"ARG","1990","  71.80 "
"ARG","1991","  72.30 "
"ARG","1992","  72.40 "
"ARG","1993","  72.60 "
"ARG","1994","  73.20 "
"ARG","1995","  73.10 "
"ARG","1996","  73.30 "
"ARG","1997","  73.10 "
"ARG","1998","  73.50 "
"ARG","1999","  73.70 "
"ARG","2000","  73.90 "
"ARG","2001","  74.20 "
"ARG","2002","  74.40 "
"ARG","2003","  74.10 "
"ARG","2004","  74.90 "
"ARG","2005","  75.10 "
"ARG","2006","  75.40 "
"ARG","2007","  75.00 "
"ARG","2008","  75.60 "
"ARG","2009","  75.90 "
"ARG","2010","  75.70 "
"ARG","2011","  76.10 "
"ARG","2012","  76.50 "
"ARG","2013","  76.50 "
"ARG","2014","  76.80 "
"ARG","2015","  76.80 "
"ARG","2016","  76.30 "
"ARG","2017","  76.80 "
"ARG","2018","  77.00 "
"ARG","2019","  77.30 "
"ARG","2020","  75.90 "
"ARG","2021","  75.40 "
"ARM","1950","  59.30 "
"ARM","1951","  59.40 "
"ARM","1952","  59.50 "
"ARM","1953","  59.80 "
"ARM","1954","  60.10 "
"ARM","1955","  60.40 "
"ARM","1956","  60.60 "
"ARM","1957","  60.80 "
"ARM","1958","  61.00 "
"ARM","1959","  61.30 "
"ARM","1960","  61.40 "
"ARM","1961","  61.80 "
"ARM","1962","  62.10 "
"ARM","1963","  62.20 "
"ARM","1964","  62.40 "
"ARM","1965","  62.80 "
"ARM","1966","  62.90 "
"ARM","1967","  63.20 "
"ARM","1968","  63.30 "
"ARM","1969","  63.70 "
"ARM","1970","  63.90 "
"ARM","1971","  64.20 "
"ARM","1972","  64.50 "
"ARM","1973","  64.60 "
"ARM","1974","  64.80 "
"ARM","1975","  65.00 "
"ARM","1976","  65.20 "
"ARM","1977","  65.40 "
"ARM","1978","  65.70 "
"ARM","1979","  66.00 "
"ARM","1980","  66.20 "
"ARM","1981","  66.60 "
"ARM","1982","  66.90 "
"ARM","1983","  67.20 "
"ARM","1984","  67.50 "
"ARM","1985","  67.90 "
"ARM","1986","  68.20 "
"ARM","1987","  68.10 "
"ARM","1988","  53.90 "
"ARM","1989","  68.70 "
"ARM","1990","  68.80 "
"ARM","1991","  68.60 "
"ARM","1992","  68.60 "
"ARM","1993","  68.80 "
"ARM","1994","  69.10 "
"ARM","1995","  69.30 "
"ARM","1996","  69.80 "
"ARM","1997","  69.90 "
"ARM","1998","  70.50 "
"ARM","1999","  70.30 "
"ARM","2000","  70.60 "
"ARM","2001","  70.90 "
"ARM","2002","  71.00 "
"ARM","2003","  71.40 "
"ARM","2004","  71.40 "
"ARM","2005","  71.80 "
"ARM","2006","  72.00 "
"ARM","2007","  72.30 "
"ARM","2008","  72.40 "
"ARM","2009","  72.80 "
"ARM","2010","  73.20 "
"ARM","2011","  73.30 "
"ARM","2012","  73.50 "
"ARM","2013","  73.70 "
"ARM","2014","  74.10 "
"ARM","2015","  74.40 "
"ARM","2016","  74.70 "
"ARM","2017","  74.90 "
"ARM","2018","  75.10 "
"ARM","2019","  75.40 "
"ARM","2020","  72.20 "
"ARM","2021","  72.00 "
"ABW","1950","  57.20 "
"ABW","1951","  57.70 "
"ABW","1952","  58.70 "
"ABW","1953","  59.50 "
"ABW","1954","  60.40 "
"ABW","1955","  61.20 "
"ABW","1956","  62.00 "
"ABW","1957","  62.60 "
"ABW","1958","  63.10 "
"ABW","1959","  63.70 "
"ABW","1960","  64.20 "
"ABW","1961","  64.50 "
"ABW","1962","  64.80 "
"ABW","1963","  65.10 "
"ABW","1964","  65.30 "
"ABW","1965","  65.50 "
"ABW","1966","  66.10 "
"ABW","1967","  66.40 "
"ABW","1968","  66.80 "
"ABW","1969","  67.20 "
"ABW","1970","  67.60 "
"ABW","1971","  68.00 "
"ABW","1972","  68.60 "
"ABW","1973","  69.10 "
"ABW","1974","  69.50 "
"ABW","1975","  69.80 "
"ABW","1976","  70.00 "
"ABW","1977","  70.30 "
"ABW","1978","  70.50 "
"ABW","1979","  70.80 "
"ABW","1980","  71.10 "
"ABW","1981","  71.70 "
"ABW","1982","  72.00 "
"ABW","1983","  72.10 "
"ABW","1984","  72.30 "
"ABW","1985","  72.40 "
"ABW","1986","  72.50 "
"ABW","1987","  72.80 "
"ABW","1988","  73.00 "
"ABW","1989","  73.00 "
"ABW","1990","  73.10 "
"ABW","1991","  73.10 "
"ABW","1992","  73.20 "
"ABW","1993","  73.20 "
"ABW","1994","  73.30 "
"ABW","1995","  73.30 "
"ABW","1996","  73.40 "
"ABW","1997","  73.50 "
"ABW","1998","  73.50 "
"ABW","1999","  73.60 "
"ABW","2000","  73.60 "
"ABW","2001","  73.60 "
"ABW","2002","  73.70 "
"ABW","2003","  73.80 "
"ABW","2004","  73.60 "
"ABW","2005","  73.80 "
"ABW","2006","  74.00 "
"ABW","2007","  74.20 "
"ABW","2008","  74.10 "
"ABW","2009","  74.60 "
"ABW","2010","  75.40 "
"ABW","2011","  75.50 "
"ABW","2012","  75.50 "
"ABW","2013","  75.60 "
"ABW","2014","  75.60 "
"ABW","2015","  75.70 "
"ABW","2016","  75.60 "
"ABW","2017","  75.90 "
"ABW","2018","  76.10 "
"ABW","2019","  76.20 "
"ABW","2020","  75.70 "
"ABW","2021","  74.60 "
"AUS","1885","  49.05 "
"AUS","1895","  52.95 "
"AUS","1905","  57.00 "
"AUS","1921","  61.00 "
"AUS","1922","  62.85 "
"AUS","1923","  61.68 "
"AUS","1924","  62.47 "
"AUS","1925","  63.16 "
"AUS","1926","  62.86 "
"AUS","1927","  62.83 "
"AUS","1928","  62.90 "
"AUS","1929","  63.07 "
"AUS","1930","  64.89 "
"AUS","1931","  65.30 "
"AUS","1932","  65.59 "
"AUS","1933","  65.44 "
"AUS","1934","  64.81 "
"AUS","1935","  65.09 "
"AUS","1936","  65.22 "
"AUS","1937","  65.78 "
"AUS","1938","  65.81 "
"AUS","1939","  65.78 "
"AUS","1940","  66.23 "
"AUS","1941","  66.11 "
"AUS","1942","  65.85 "
"AUS","1943","  66.38 "
"AUS","1944","  68.02 "
"AUS","1945","  68.45 "
"AUS","1946","  67.97 "
"AUS","1947","  68.58 "
"AUS","1948","  68.50 "
"AUS","1949","  69.13 "
"AUS","1950","  69.00 "
"AUS","1951","  68.70 "
"AUS","1952","  69.10 "
"AUS","1953","  69.70 "
"AUS","1954","  69.90 "
"AUS","1955","  70.20 "
"AUS","1956","  70.00 "
"AUS","1957","  70.30 "
"AUS","1958","  70.90 "
"AUS","1959","  70.40 "
"AUS","1960","  70.90 "
"AUS","1961","  71.10 "
"AUS","1962","  70.90 "
"AUS","1963","  71.00 "
"AUS","1964","  70.60 "
"AUS","1965","  70.80 "
"AUS","1966","  70.70 "
"AUS","1967","  71.00 "
"AUS","1968","  70.70 "
"AUS","1969","  71.10 "
"AUS","1970","  70.70 "
"AUS","1971","  71.50 "
"AUS","1972","  71.80 "
"AUS","1973","  72.10 "
"AUS","1974","  71.90 "
"AUS","1975","  72.80 "
"AUS","1976","  72.80 "
"AUS","1977","  73.50 "
"AUS","1978","  73.70 "
"AUS","1979","  74.30 "
"AUS","1980","  74.60 "
"AUS","1981","  74.80 "
"AUS","1982","  74.70 "
"AUS","1983","  75.40 "
"AUS","1984","  75.50 "
"AUS","1985","  75.40 "
"AUS","1986","  76.10 "
"AUS","1987","  76.10 "
"AUS","1988","  76.30 "
"AUS","1989","  76.20 "
"AUS","1990","  77.00 "
"AUS","1991","  77.50 "
"AUS","1992","  77.50 "
"AUS","1993","  78.00 "
"AUS","1994","  77.90 "
"AUS","1995","  78.30 "
"AUS","1996","  78.30 "
"AUS","1997","  78.60 "
"AUS","1998","  79.00 "
"AUS","1999","  79.30 "
"AUS","2000","  79.60 "
"AUS","2001","  80.00 "
"AUS","2002","  80.10 "
"AUS","2003","  80.50 "
"AUS","2004","  80.80 "
"AUS","2005","  81.10 "
"AUS","2006","  81.30 "
"AUS","2007","  81.30 "
"AUS","2008","  81.50 "
"AUS","2009","  81.80 "
"AUS","2010","  82.10 "
"AUS","2011","  82.10 "
"AUS","2012","  82.30 "
"AUS","2013","  82.60 "
"AUS","2014","  82.60 "
"AUS","2015","  82.70 "
"AUS","2016","  82.90 "
"AUS","2017","  83.00 "
"AUS","2018","  83.40 "
"AUS","2019","  83.10 "
"AUS","2020","  84.30 "
"AUS","2021","  84.50 "
"AUT","1870","  34.40 "
"AUT","1881","  35.00 "
"AUT","1891","  37.30 "
"AUT","1901","  42.00 "
"AUT","1903","  40.10 "
"AUT","1911","  45.10 "
"AUT","1931","  56.45 "
"AUT","1947","  61.30 "
"AUT","1948","  63.24 "
"AUT","1949","  63.42 "
"AUT","1950","  64.80 "
"AUT","1951","  65.20 "
"AUT","1952","  66.70 "
"AUT","1953","  67.30 "
"AUT","1954","  67.30 "
"AUT","1955","  67.60 "
"AUT","1956","  67.70 "
"AUT","1957","  67.40 "
"AUT","1958","  68.50 "
"AUT","1959","  68.40 "
"AUT","1960","  68.70 "
